>NC_011165	Pseudomonas phage LBL3
>NC_006560	Cercopithecine alphaherpesvirus 2
YP_164444.2	5
>NC_024211	Bacillus phage Megatron
YP_009036123.1	4
YP_009036129.1	1
YP_009036137.1	1
YP_009036204.1	1
>NC_005294	Streptococcus phage EJ-1
NP_945242.1	1
NP_945270.1	1
NP_945272.1	1
NP_945276.1	7
>NC_016652	Rhodococcus phage REQ2
YP_005087101.1	2
YP_005087102.1	1
>NC_017981	Xanthomonas phage vB_XveM_DIBBI
YP_006383638.1	11
YP_006383646.1	1
>NC_009014	Erwinia amylovora phage Era103
YP_001039655.1	1
YP_001039657.1	1
>NC_015288	Prochlorococcus phage Syn1
YP_004324395.1	1
YP_004324412.1	3
YP_004324464.1	1
YP_004324472.1	1
YP_004324483.1	2
YP_004324487.1	2
YP_004324525.1	1
YP_004324527.1	1
YP_004324542.1	1
YP_004324560.1	3
YP_004324572.1	3
YP_004324582.1	1
YP_004324593.1	1
YP_004324597.1	1
>NC_018863	Bacillus phage B4
YP_006908244.1	12
YP_006908250.1	1
YP_006908356.1	16
YP_006908429.1	3
>NC_019915	Staphylococcus phage StB20
YP_007236622.1	3
YP_007236638.1	2
YP_007236649.1	1
YP_007236669.1	1
YP_007236671.1	5
>NC_001973	Lymantria dispar multiple nucleopolyhedrovirus
NP_047639.1	2
NP_047686.1	1
NP_047782.1	1
>NC_004305	Lactobacillus phage phig1e
NP_695158.1	3
NP_695179.1	1
>NC_015254	Brochothrix phage BL3
YP_004301560.1	5
YP_004301563.1	3
>NC_011811	Erwinia phage phiEa21-4
YP_002456069.1	1
YP_002456102.1	10
>NC_015585	Pantoea phage LIMEzero
YP_004539128.1	2
>NC_013772	Pseudaletia unipuncta granulovirus
YP_003422492.1	1
>NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1
YP_007183211.1	1
YP_007183212.1	8
YP_007183214.1	10
YP_007183236.1	1
YP_007183240.1	1
>NC_023689	Mycobacterium phage Lilac
YP_009011788.1	1
YP_009011842.1	1
YP_009011860.1	4
YP_009011861.1	1
YP_009011862.1	6
YP_009011871.1	1
YP_009011873.1	15
>NC_026421	Equid gammaherpesvirus 5
YP_009118394.1	1
YP_009118399.1	1
YP_009118435.1	4
YP_009118461.1	9
YP_009118465.1	1
>NC_028671	Enterococcus phage vB_EfaS_IME197
YP_009188857.1	2
>NC_019912	Bacillus virus BMBtp2
YP_007236363.1	3
>NC_002671	Lactococcus phage bIL312
NP_076827.1	5
>NC_025463	Shewanella sp. phage 1/44
YP_009103744.1	1
>NC_022098	Pandoravirus salinus
YP_008436525.1	10
YP_008436527.1	8
YP_008436542.1	2
YP_008436545.1	17
YP_008436862.1	8
YP_008436942.1	1
YP_008437119.1	1
YP_008437181.1	4
YP_008437257.1	1
YP_008437553.1	1
YP_008437707.1	2
YP_008437712.1	2
YP_008437740.1	4
YP_008438005.1	4
YP_008438040.1	6
YP_008438484.1	2
YP_008438545.1	1
YP_008438547.1	1
YP_008438647.1	4
YP_008438659.1	20
YP_008438716.1	17
YP_008438851.1	1
YP_008438887.1	1
>NC_019714	Enterobacteria phage HK446
YP_007111973.1	1
YP_007111998.1	3
>NC_021331	Shigella phage pSf-1
YP_008059739.1	1
YP_008059783.1	1
YP_008059809.1	1
>NC_020200	Pseudomonas phage JBD88a
YP_007392436.1	1
YP_007392461.1	1
>NC_010237	Escherichia phage Min27
YP_001648914.1	4
YP_001648916.1	1
>NC_001611	Variola virus
NP_042070.1	1
NP_042102.1	12
>NC_023696	Mycobacterium phage Dandelion
YP_009012888.1	1
YP_009012894.1	1
YP_009012915.1	1
YP_009012962.1	15
YP_009012964.1	1
YP_009013013.1	7
>NC_021861	Lactococcus phage BM13
YP_008320153.1	1
>NC_011288	Mycobacterium phage Fruitloop
YP_002241745.1	1
>NC_022744	Erwinia phage FE44
YP_008766725.1	1
YP_008766734.1	2
YP_008766739.1	5
YP_008766752.1	1
YP_008766757.1	1
YP_008766763.1	1
>NC_024306	Fruit bat alphaherpesvirus 1
YP_009042064.1	5
>NC_014458	Mycobacterium virus Angelica
YP_003856929.1	2
YP_003856943.1	1
YP_003856960.1	2
>NC_021536	Synechococcus phage S-IOM18
YP_008126390.1	1
YP_008126395.1	1
YP_008126402.1	1
YP_008126404.1	1
YP_008126412.1	3
YP_008126418.1	1
YP_008126419.1	1
YP_008126421.1	4
YP_008126425.1	1
YP_008126428.1	1
YP_008126432.1	1
YP_008126437.1	1
YP_008126458.1	1
YP_008126466.1	2
YP_008126467.1	1
YP_008126479.1	1
YP_008126483.1	1
YP_008126490.1	2
YP_008126516.1	1
>NC_023690	Mycobacterium phage Courthouse
YP_009011911.1	1
YP_009011912.1	1
YP_009011936.1	1
YP_009012098.1	20
>NC_020866	Rhodovulum phage RS1
YP_007676395.1	1
YP_007676396.1	21
YP_007676433.1	1
YP_007676434.1	6
>NC_020479	Bacillus virus Curly
YP_007517586.1	20
>NC_011023	Mycobacterium phage Pukovnik
YP_001994831.1	1
YP_001994872.1	1
YP_001994874.1	1
YP_001994879.1	1
YP_001994904.1	1
>NC_005885	Actinoplanes phage phiAsp2
YP_024839.1	1
YP_024846.1	5
>NC_022773	Bacillus virus Blastoid
YP_008771857.1	1
YP_008771867.1	20
YP_008771897.1	1
>NC_001884	Bacillus virus SPbeta
NP_046558.1	1
NP_046572.1	38
NP_046574.1	1
NP_046575.1	2
NP_046584.1	16
NP_046614.1	9
NP_046694.1	1
>NC_020490	Staphylococcus phage StB12
YP_009130680.1	1
YP_009130698.1	6
>NC_000902	Enterobacteria phage VT2-Sakai
NP_050526.1	5
>NC_000896	Lactobacillus phage phiadh
NP_050131.1	1
NP_050160.1	1
>NC_024362	Pseudomonas phage phiPSA2
YP_009043249.1	2
YP_009043274.1	2
>NC_024387	Listeria phage LP-101
YP_009044815.1	1
YP_009044841.1	1
YP_009044866.1	1
YP_009044868.1	4
>NC_023686	Mycobacterium phage Gadjet
YP_009011237.1	2
YP_009011266.1	1
>NC_021068	Vibrio phage douglas 12A4
YP_007877461.1	4
YP_007877474.1	1
YP_007877487.1	1
>NC_019456	Lactobacillus phage JCL1032
YP_007002970.1	6
YP_007003009.1	1
>NC_024782	Pseudomonas phage MP48
YP_009055254.1	1
YP_009055278.1	1
>NC_003278	Pseudomonas phage phiCTX
NP_490599.1	1
NP_490600.1	4
NP_490601.1	1
NP_490602.1	1
NP_490603.1	1
NP_490615.1	1
NP_490618.1	1
NP_490622.1	1
NP_490625.1	1
NP_490641.1	1
>NC_024370	Streptococcus phage IC1
YP_009043945.1	1
YP_009043972.1	1
YP_009043989.1	2
>NC_024146	Enterobacteria phage 9g
YP_009032327.1	1
YP_009032329.1	1
YP_009032334.1	3
YP_009032335.1	1
YP_009032341.1	5
YP_009032369.1	1
YP_009032393.1	1
>NC_022334	Propionibacterium phage PHL112N00
YP_008531581.1	1
>NC_026268	Pseudoplusia includens SNPV IE
YP_009116916.1	1
YP_009117023.1	1
YP_009117054.1	3
>NC_004827	Haemophilus phage Aaphi23
NP_852735.1	1
NP_852741.1	3
YP_003955.1	12
NP_852746.1	1
NP_852750.1	3
NP_852753.1	2
NP_852773.1	1
>NC_023746	Mycobacterium phage GUmbie
YP_009018933.1	2
YP_009018940.1	2
>NC_008199	Mycobacterium phage Pipefish
YP_655283.1	1
YP_655313.1	1
>NC_021071	Cyanophage P-RSM1
YP_007877554.1	1
YP_007877610.1	1
YP_007877614.1	2
YP_007877665.1	1
YP_007877673.1	1
YP_007877693.1	2
YP_007877697.1	6
YP_007877699.1	1
YP_007877719.1	1
YP_007877725.1	1
YP_007877730.1	10
YP_007877731.1	3
YP_007877734.1	1
YP_007877738.1	2
YP_007877740.1	1
YP_007877750.1	5
YP_007877753.1	1
YP_007877757.1	1
>NC_005045	Pseudomonas phage phiKMV
NP_877482.1	1
>NC_011046	Lactococcus virus Bibb29
YP_002004030.1	1
>NC_007458	Bacillus phage Gamma
YP_338185.1	3
YP_338186.1	1
YP_338236.1	1
>NC_024366	Mycobacterium phage OkiRoe
YP_009043647.1	2
YP_009043661.1	1
YP_009043680.1	2
>NC_012638	Enterobacteria phage RB14
YP_002854547.1	1
YP_002854563.1	1
YP_002854577.1	1
YP_002854595.1	9
>NC_022916	Burkholderia phage JG068
YP_008853852.1	2
YP_008853856.1	1
YP_008853875.1	1
YP_008853883.1	1
>NC_024216	Bacillus phage CAM003
YP_009036920.1	2
YP_009036952.1	4
YP_009037132.1	14
>NC_009936	Pseudomonas phage LKA1
YP_001522875.1	1
YP_001522892.1	1
>NC_023549	Clavibacter phage CN1A
YP_009004232.1	2
YP_009004245.1	1
YP_009004271.1	1
YP_009004276.1	1
>NC_029016	Enterococcus phage vB_EfaS_IME198
YP_009218881.1	2
YP_009218931.1	1
YP_009218948.1	1
>NC_009816	Corynebacterium phage P1201
YP_001468954.1	1
YP_001468960.1	1
YP_001468961.1	8
YP_001468976.1	1
>NC_003387	Mycobacterium phage TM4
NP_569799.1	1
>NC_021803	Cellulophaga phage phi13:2
YP_008242038.1	1
YP_008242061.1	4
YP_008242112.1	1
YP_008242145.1	1
>NC_023848	Anopheles minimus irodovirus
YP_009021123.1	6
YP_009021164.1	1
YP_009021192.1	4
>NC_007456	Enterobacteria phage K1F
YP_338094.1	1
YP_338103.1	1
YP_338107.1	2
YP_338108.1	1
YP_338118.1	1
YP_338126.1	2
YP_338131.1	2
>NC_021318	Mycobacterium phage Chy5
YP_008058314.1	3
YP_008058325.1	1
YP_008058328.1	1
YP_008058331.1	1
>NC_013797	Pieris rapae granulovirus
YP_003429327.1	1
YP_003429374.1	1
>NC_023005	Pseudomonas phage PPpW-4
YP_008873136.1	1
YP_008873151.1	3
YP_008873166.1	1
YP_008873170.1	1
YP_008873175.1	2
>NC_018852	Propionibacterium phage P100D
YP_006907166.1	1
>NC_019449	Lactobacillus virus c5
YP_007002338.1	2
>NC_021342	Edwardsiella phage PEi21
YP_008869215.1	3
YP_008869216.1	1
YP_008869236.1	1
>NC_019504	Erwinia phage vB_EamM-Y2
YP_007004707.1	9
YP_007004712.1	2
>NC_025433	Mycobacterium phage Taj
YP_009100173.1	1
YP_009100175.1	1
YP_009100191.1	2
>NC_018849	Propionibacterium phage P105
YP_006907034.1	1
>NC_015323	Fowl aviadenovirus C
YP_004346911.1	2
>NC_010106	Enterobacteria phage phiEcoM-GJ1
YP_001595416.1	1
YP_001595439.1	3
YP_001595443.1	2
>NC_020855	Cyanophage P-RSM6
YP_007675058.1	1
YP_007675062.1	3
YP_007675087.1	2
YP_007675101.1	1
YP_007675108.1	3
YP_007675115.1	1
YP_007675133.1	1
YP_007675137.1	2
YP_007675141.1	2
YP_007675165.1	1
YP_007675220.1	6
YP_007675221.1	3
>NC_011589	Stenotrophomonas phage S1
YP_002321451.1	1
YP_002321460.1	1
YP_002321468.1	1
YP_002321474.1	1
YP_002321479.1	6
>NC_023177	Choristoneura murinana nucleopolyhedrovirus
YP_008992197.1	1
>NC_017865	Pseudomonas phage vB_Pae-TbilisiM32
YP_006299967.1	1
>NC_019400	Cronobacter phage vB_CsaM_GAP31
YP_006986957.1	6
YP_006986972.1	1
YP_006987016.1	8
YP_006987018.1	1
YP_006987032.1	1
YP_006987101.1	2
>NC_003324	Sinorhizobium phage PBC5
NP_542261.1	1
NP_542303.1	1
NP_542311.1	1
NP_542313.1	1
>NC_025456	Synechococcus phage S-CBP1
YP_009103173.1	1
YP_009103177.1	10
YP_009103185.1	1
YP_009103189.1	9
YP_009103197.1	5
YP_009103209.1	1
YP_009103210.1	1
>NC_017975	Halocynthia phage JM-2012
YP_006383338.1	14
YP_006383355.1	13
>NC_008193	Pasteurella phage F108
YP_654712.1	1
YP_654730.1	1
YP_654740.1	1
>NC_008725	Maruca vitrata nucleopolyhedrovirus
YP_950733.1	2
YP_950752.1	1
>NC_015250	Acinetobacter virus 133
YP_004300588.1	2
YP_004300697.1	1
YP_004300754.1	1
YP_004300790.1	1
>NC_022761	Bacillus phage CampHawk
YP_008770001.1	3
YP_008770021.1	6
YP_008770076.1	1
YP_008770080.1	4
YP_008770088.1	3
YP_008770090.1	3
YP_008770106.1	25
>NC_021072	Cyanophage Syn30
YP_007877766.1	1
YP_007877805.1	1
YP_007877815.1	2
YP_007877847.1	1
YP_007877867.1	1
YP_007877873.1	1
YP_007877877.1	1
YP_007877891.1	1
YP_007877894.1	2
YP_007877901.1	9
YP_007877903.1	1
YP_007877926.1	1
YP_007877943.1	4
YP_007877945.1	1
YP_007877946.1	2
YP_007877952.1	11
YP_007877953.1	3
YP_007877960.1	6
YP_007877962.1	1
YP_007877969.1	1
YP_007877973.1	1
>NC_009503	Spodoptera litura granulovirus
YP_001256954.1	1
YP_001257002.1	5
YP_001257069.1	1
>NC_030117	Canid alphaherpesvirus 1
YP_009252285.1	5
>NC_011042	Enterobacteria phage EcoDS1
YP_002003741.1	1
YP_002003758.1	2
YP_002003760.1	2
YP_002003770.1	1
YP_002003777.1	1
YP_002003780.1	2
YP_002003787.1	2
>NC_019528	Aeromonas phage phiAS7
YP_007007799.1	1
YP_007007803.1	1
YP_007007806.1	1
YP_007007819.1	1
>NC_022055	Mycobacterium phage Bobi
YP_008409020.1	1
YP_008409025.1	1
YP_008409030.1	2
>NC_001661	Citrus tristeza virus
NP_042864.1	11
>NC_019521	Sphingomonas phage PAU
YP_007006648.1	12
YP_007006792.1	9
YP_007006793.1	4
YP_007006794.1	21
>NC_007924	Lactobacillus phage KC5a
YP_529864.1	1
>NC_019543	Aeromonas phage Aes508
YP_007010698.1	5
YP_007010754.1	1
YP_007010833.1	1
YP_007010879.1	1
YP_007010904.1	1
>NC_021301	Mycobacterium phage SiSi
YP_008051183.1	2
YP_008051188.1	1
YP_008051191.1	2
YP_008051195.1	1
>NC_017985	Salmonella phage SPN9CC
YP_006383841.1	17
YP_006383858.1	1
YP_006383864.1	1
YP_006383882.1	1
YP_006383888.1	1
>NC_012749	Escherichia phage wV8
YP_002922840.1	1
YP_002922896.1	1
>NC_025428	Ruegeria phage DSS3-P1
YP_009099691.1	1
YP_009099721.1	1
YP_009099723.1	1
>NC_010324	Escherichia virus phiEco32
YP_001671756.1	2
YP_001671762.1	1
YP_001671775.1	1
YP_001671798.1	1
YP_001671805.1	2
YP_001671819.1	1
>NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus
YP_007250452.1	1
>NC_024783	Escherichia phage EK99P-1
YP_009055282.1	1
YP_009055340.1	1
>NC_007921	Agrotis segetum nucleopolyhedrovirus A
YP_529823.1	9
>NC_021325	Clostridium phage vB_CpeS-CP51
YP_008058952.1	2
YP_008058973.1	3
>NC_002371	Salmonella virus P22
YP_063734.1	1
NP_059582.1	17
NP_059611.1	2
>NC_002520	Amsacta moorei entomopoxvirus
NP_064784.1	1
NP_064912.1	20
NP_065013.1	1
NP_065037.1	1
>NC_021801	Staphylococcus phage SA12
YP_008241913.1	7
>NC_018283	Burkholderia phage AH2
YP_006561102.1	1
YP_006561109.1	1
YP_006561116.1	1
YP_006561121.1	1
YP_006561122.1	1
YP_006561155.1	1
YP_006561157.1	2
YP_006561162.1	1
>NC_011107	Pseudomonas phage PT2
YP_002117828.1	1
>NC_005880	Staphylococcus virus K
YP_009041272.1	2
YP_009041333.1	2
YP_009041363.1	3
YP_009041424.1	1
>NC_011201	Ralstonia phage RSB1
YP_002213706.1	1
YP_002213707.1	1
YP_002213723.1	1
YP_002213730.1	1
>NC_001132	Myxoma virus
NP_051758.1	1
>NC_020197	Streptococcus phage TP-J34
YP_007392270.1	1
>NC_008723	Staphylococcus phage PH15
YP_950693.1	1
YP_950708.1	1
YP_950713.1	1
YP_950719.1	1
YP_950724.1	2
>NC_020873	Bacillus phage vB_BceM_Bc431v3
YP_007676915.1	6
YP_007676919.1	5
YP_007676922.1	8
YP_007676935.1	2
YP_007676987.1	1
YP_007676997.1	14
YP_007677065.1	1
YP_007677069.1	1
>NC_021790	Cellulophaga phage phi18:1
YP_008240940.1	1
YP_008240963.1	1
>NC_018454	Cronobacter phage phiES15
YP_006590024.1	1
YP_006590026.1	2
YP_006590034.1	4
YP_006590036.1	2
YP_006590053.1	1
>NC_013007	Carrot yellow leaf virus
YP_003075968.1	2
>NC_013085	Synechococcus phage S-RSM4
YP_003097261.1	1
YP_003097270.1	1
YP_003097280.1	3
YP_003097287.1	1
YP_003097303.1	2
YP_003097306.1	1
YP_003097310.1	1
YP_003097333.1	1
YP_003097347.1	2
YP_003097351.1	10
YP_003097352.1	3
YP_003097357.1	3
YP_003097374.1	1
YP_003097385.1	1
>NC_022090	Staphylococcus phage vB_SauM_Remus
YP_008431182.1	3
YP_008431274.1	1
>NC_015287	Synechococcus phage S-SSM7
YP_004324148.1	1
YP_004324156.1	1
YP_004324158.1	1
YP_004324174.1	1
YP_004324178.1	2
YP_004324179.1	1
YP_004324186.1	3
YP_004324193.1	2
YP_004324197.1	2
YP_004324201.1	1
YP_004324205.1	1
YP_004324206.1	1
YP_004324224.1	1
YP_004324236.1	1
YP_004324243.1	1
YP_004324245.1	1
YP_004324264.1	1
YP_004324268.1	1
YP_004324288.1	5
YP_004324305.1	3
YP_004324310.1	2
YP_004324311.1	1
YP_004324312.1	1
YP_004324315.1	1
YP_004324340.1	7
YP_004324347.1	9
YP_004324356.1	2
YP_004324368.1	1
>NC_012696	Sulfitobacter phage EE36phi1
YP_002898939.1	1
YP_002898968.1	1
YP_002898976.1	1
>NC_018835	Escherichia phage NJ01
YP_006906104.1	1
>NC_016764	Pseudomonas phage Bf7
YP_005098158.1	1
YP_005098175.1	1
YP_005098177.1	2
YP_005098182.1	1
YP_005098202.1	1
>NC_010821	Pseudomonas phage 201phi2-1
YP_001956729.1	5
YP_001956873.1	1
YP_001956963.1	3
YP_001956992.1	1
YP_001957040.1	1
YP_001957046.1	3
YP_001957054.1	13
YP_001957072.1	2
>NC_001902	Methanobacterium phage psiM2
NP_046964.1	2
>NC_023500	Staphylococcus phage StauST398-5
YP_009002822.1	5
YP_009002831.1	1
>NC_007021	Staphylococcus phage Twort
YP_238608.1	1
YP_238715.1	2
>NC_001731	Molluscum contagiosum virus subtype 1
NP_044017.2	5
>NC_023863	Vibrio phage CHOED
YP_009021700.1	1
YP_009021707.1	1
YP_009021708.1	12
YP_009021754.1	1
YP_009021755.1	2
YP_009021758.1	1
>NC_022774	Bacillus phage Slash
YP_008771960.1	1
YP_008771989.1	1
>NC_024303	Bovine gammaherpesvirus 6
YP_009041985.1	1
YP_009042023.1	1
>NC_020867	Synechococcus phage S-RIP1
YP_007676445.1	5
YP_007676457.1	1
YP_007676472.1	8
YP_007676483.1	6
YP_007676484.1	9
>NC_021343	Burkholderia phage ST79
YP_008060492.1	4
YP_008060494.1	1
YP_008060495.1	1
YP_008060500.1	3
YP_008060507.1	1
YP_008060513.1	1
>NC_021326	Staphylococcus phage StauST398-1
YP_008059031.1	1
>NC_011273	Mycobacterium phage Myrna
YP_002224946.1	8
YP_002225071.1	7
YP_002225072.1	1
YP_002225128.1	1
>NC_020858	Sulfitobacter phage pCB2047-A
YP_007675399.1	2
YP_007675402.1	4
YP_007675403.1	1
YP_007675405.1	5
YP_007675420.1	1
YP_007675434.1	1
YP_007675444.2	2
YP_007675454.1	1
YP_007675459.1	2
YP_007675465.1	1
>NC_005859	Escherichia virus T5
YP_006919.1	5
YP_006926.1	5
YP_006959.1	1
>NC_015463	Synechococcus phage S-CBS2
YP_004421457.1	2
YP_004421459.1	1
YP_004421500.1	6
YP_004421505.1	2
YP_004421508.1	1
YP_004421515.1	2
YP_004421524.1	2
YP_004421530.1	2
YP_004421542.1	1
>NC_002185	Streptococcus phage 7201
NP_038317.1	1
>NC_019423	Escherichia phage IME11
YP_006990652.1	2
>NC_000935	Hamiltonella virus APSE1
NP_050974.1	1
NP_050979.1	3
NP_050980.1	6
NP_050999.1	2
NP_051006.1	1
NP_051012.1	1
>NC_023570	Acinetobacter phage Petty
YP_009006540.1	1
>NC_002229	Gallid alphaherpesvirus 2
YP_001034009.1	1
>NC_011335	Diadromus pulchellus ascovirus 4a
YP_009220693.1	3
YP_009221117.1	1
YP_009220731.1	6
YP_009220739.1	13
>NC_011613	Pseudomonas phage MP29
YP_002332446.1	1
YP_002332451.1	1
YP_002332476.1	1
>NC_020874	Prochlorococcus phage P-SSP3
YP_007677137.1	2
YP_007677149.1	1
YP_007677159.1	1
YP_007677167.1	1
>NC_019486	Lactobacillus phage LF1
YP_007003202.1	1
YP_007003231.1	5
YP_007003257.1	1
>NC_025438	Mycobacterium phage Soto
YP_009100811.1	1
YP_009100831.1	1
>NC_004166	Bacillus phage SPP1
NP_690727.1	1
NP_690733.1	14
NP_690734.1	13
>NC_004777	Yersinia phage phiA1122
NP_848270.1	2
NP_848275.1	1
NP_848279.1	5
NP_848283.1	3
NP_848298.1	1
NP_848299.1	1
NP_848309.1	2
>NC_008694	Yersinia phage Berlin
YP_918986.1	1
YP_918991.1	1
YP_919001.1	4
YP_919014.1	1
YP_919018.1	1
YP_919024.1	1
YP_919025.1	1
>NC_023599	Bacillus phage phiCM3
YP_009009151.1	2
YP_009009153.1	5
YP_009009185.1	1
>NC_015289	Synechococcus phage S-SSM5
YP_004324634.1	2
YP_004324644.1	2
YP_004324647.1	2
YP_004324665.1	4
YP_004324696.1	1
YP_004324704.1	1
YP_004324708.1	1
YP_004324711.1	6
YP_004324717.1	3
YP_004324719.1	12
YP_004324722.1	1
YP_004324723.1	1
YP_004324725.1	4
YP_004324739.1	1
YP_004324744.1	1
YP_004324768.1	6
YP_004324771.1	1
YP_004324787.1	1
YP_004324798.1	1
>NC_008035	Antheraea pernyi nucleopolyhedrovirus
YP_611073.1	1
>NC_019487	Bacillus phage SP-10
YP_007003328.1	1
YP_007003344.1	1
YP_007003349.1	1
YP_007003389.1	1
YP_007003448.1	4
YP_007003452.1	13
YP_007003453.1	8
>NC_016570	Escherichia phage Cba120
YP_004957718.1	2
YP_004957778.1	1
>NC_019540	Salinivibrio phage CW02
YP_007010541.1	1
>NC_018086	Enterococcus phage BC611
YP_006488735.1	1
YP_006488773.1	2
YP_006488779.1	1
>NC_023573	Staphylococcus phage phiSA12
YP_009006702.1	2
YP_009006765.1	2
YP_009006795.1	5
YP_009006853.1	1
>NC_001348	Human alphaherpesvirus 3
NP_040136.1	4
NP_040181.1	4
>NC_022756	Lactobacillus phage J-1
YP_008767258.1	1
YP_008767306.1	1
>NC_023709	Mycobacterium phage Wile
YP_009014116.1	1
YP_009014132.1	1
YP_009014134.1	1
YP_009014137.1	1
YP_009014146.1	1
YP_009014158.1	4
>NC_003085	Myxococcus phage Mx8
NP_203438.1	1
NP_203440.1	1
NP_203458.1	8
NP_203459.1	1
NP_203462.1	1
NP_203468.1	1
>NC_025427	Rhizobium phage vB_RleM_PPF1
YP_009099580.1	1
YP_009099589.1	1
YP_009099605.1	1
>NC_016770	Bacteroides phage B124-14
YP_005102473.1	10
YP_005102482.1	3
YP_005102487.1	1
>NC_004820	Bacillus phage phBC6A51
NP_852498.1	1
>NC_015263	Lactococcus phage 949
YP_004306162.1	1
YP_004306254.1	15
YP_004306255.1	4
YP_004306269.1	9
YP_004306291.1	2
>NC_011810	Pseudomonas phage PB1
YP_002455931.1	1
YP_002455932.1	2
YP_002455933.1	1
YP_002455934.1	4
YP_002455935.1	2
YP_002455936.1	1
YP_002455937.1	1
YP_002455938.1	1
YP_002455939.1	2
YP_002455940.1	1
YP_002455941.1	1
YP_002455942.1	1
YP_002455943.1	1
YP_002455944.1	1
YP_002455945.1	1
YP_002455946.1	1
YP_002455947.1	2
YP_002455948.1	3
YP_002455949.1	2
YP_002455950.1	1
YP_002455951.1	1
YP_002455952.1	1
YP_002455953.1	1
YP_002455954.1	1
YP_002455955.1	1
YP_002455956.1	1
YP_002455957.1	1
YP_002455958.1	1
YP_002455959.1	1
YP_002455960.1	2
YP_002455961.1	1
YP_002455962.1	2
YP_002455963.1	1
YP_002455964.1	1
YP_002455965.1	1
YP_002455966.1	1
YP_002455967.1	1
YP_002455968.1	1
YP_002455969.1	1
YP_002455970.1	1
YP_002455971.1	1
YP_002455972.1	2
YP_002455974.1	1
YP_002455975.1	1
YP_002455976.1	4
YP_002455977.1	1
YP_002455978.1	3
YP_002455979.1	1
YP_002455980.1	2
YP_002455981.1	1
YP_002455982.1	1
YP_002455983.1	2
YP_002455984.1	1
YP_002455985.1	4
YP_002455986.1	1
YP_002455987.1	10
YP_002455988.1	1
YP_002455989.1	2
YP_002455990.1	1
YP_002455991.1	2
YP_002455992.1	1
YP_002455993.1	1
YP_002455994.1	1
YP_002455995.1	1
YP_002455996.1	1
YP_002455997.1	1
YP_002455998.1	1
YP_002455999.1	1
YP_002456000.1	1
YP_002456001.1	1
YP_002456002.1	2
YP_002456003.1	1
YP_002456004.1	1
YP_002456005.1	1
YP_002456006.1	1
YP_002456007.1	1
YP_002456008.1	1
YP_002456009.1	1
YP_002456010.1	1
YP_002456011.1	1
YP_002456012.1	1
YP_002456013.1	1
YP_002456014.1	1
YP_002456015.1	2
YP_002456016.1	1
YP_002456017.1	1
YP_002456018.1	1
YP_002456019.1	1
YP_002456020.1	1
YP_002456021.1	1
YP_002456022.1	1
YP_002456023.1	1
>NC_017980	Clostridium phage phiCP7R
YP_006383586.1	3
YP_006383601.1	2
>NC_004821	Bacillus phage phBC6A52
NP_852561.1	1
>NC_002519	Roseobacter phage SIO1
NP_064745.1	5
NP_064752.1	13
NP_064753.1	4
>NC_023697	Mycobacterium phage Babsiella
YP_009013019.1	1
YP_009013050.2	3
YP_009013065.1	1
YP_009013067.1	2
YP_009013071.1	4
>NC_021854	Lactococcus phage jm3
YP_008318187.1	1
>NC_023711	Mycobacterium phage Oline
YP_009014264.1	1
YP_009014283.1	1
>NC_011702	Grapevine leafroll-associated virus 10
YP_002364305.1	1
>NC_007448	Grapevine leafroll-associated virus 2
YP_337914.1	9
>NC_009334	Human herpesvirus 4 type 2
YP_001129473.1	2
>NC_023581	Acinetobacter phage Presley
YP_009007605.1	1
YP_009007629.1	8
YP_009007631.1	1
>NC_020474	Elephantid betaherpesvirus 1
YP_007969767.1	1
>NC_023702	Mycobacterium phage Kugel
YP_009013461.1	1
YP_009013467.1	1
YP_009013507.1	1
YP_009013521.1	1
>NC_019704	Enterobacteria phage mEp237
YP_007111393.1	1
YP_007111399.1	1
YP_007111403.1	1
>NC_001650	Equid gammaherpesvirus 2
NP_042605.1	1
NP_042643.2	3
NP_042669.1	7
NP_042672.1	1
>NC_001954	Enterobacteria phage If1
NP_047359.1	4
>NC_025464	Synechococcus phage S-CBP4
YP_009103792.1	1
YP_009103795.1	10
YP_009103816.1	1
>NC_019722	Vibrio phage vB_VpaM_MAR
YP_007112478.1	1
YP_007112487.1	1
YP_007112490.1	1
YP_007112505.1	2
YP_007112516.1	2
YP_007112536.1	2
>NC_020835	Prochlorococcus phage P-SSP10
YP_007672660.1	1
YP_007672669.1	1
YP_007672692.1	1
YP_007672693.1	2
>NC_002167	Escherichia virus HK97
NP_037717.1	1
NP_037718.1	1
NP_037740.1	2
NP_037749.1	1
>NC_007767	Hyphantria cunea nucleopolyhedrovirus
YP_473296.1	1
YP_473310.1	1
>NC_014766	Ostreococcus lucimarinus virus 1
YP_004061649.1	15
YP_004061651.1	18
YP_004061669.1	11
YP_004061675.1	1
YP_004061680.1	4
YP_004061696.1	2
YP_004061722.1	2
YP_004061728.1	1
YP_004061740.1	1
YP_004061756.1	1
YP_004061776.1	21
YP_004061781.1	1
YP_004061782.1	3
YP_004061783.1	1
YP_004061801.1	6
YP_004061817.1	1
YP_004061839.1	5
YP_004061855.1	10
>NC_022966	Pseudomonas phage PAK_P5
YP_008856926.1	6
YP_008856927.1	1
YP_008856944.1	3
YP_008857000.1	1
